"disease","primekg_padj","primekg_n_overlap","primekg_n_disease_genes","ot_n_genes","ot_mean_score","ot_max_score","primekg_score","ot_score","combined_score"
"cryohydrocytosis",NA,NA,NA,2,0.0427899555753948,0.0476758012543265,0,0.0253164556962025,0.0253164556962025
"Hereditary cryohydrocytosis with normal stomatin",NA,NA,NA,2,0.0427899555753948,0.0476758012543265,0,0.0253164556962025,0.0253164556962025
"early-onset autosomal dominant Alzheimer disease",NA,NA,NA,2,0.04178849683027,0.0577064038326108,0,0.0253164556962025,0.0253164556962025
"reading",NA,NA,NA,2,0.041656064049008,0.0435822937194105,0,0.0253164556962025,0.0253164556962025
"Meniere disease",NA,NA,NA,2,0.0415667067422863,0.043551411047841,0,0.0253164556962025,0.0253164556962025
"Hypohidrotic ectodermal dysplasia with immunodeficiency",NA,NA,NA,2,0.0412683131848013,0.0471530510820892,0,0.0253164556962025,0.0253164556962025
"immunodeficiency due to ficolin3 deficiency",NA,NA,NA,2,0.0407831369644568,0.0452291826163138,0,0.0253164556962025,0.0253164556962025
"Autosomal recessive malignant osteopetrosis",NA,NA,NA,2,0.0406390008211298,0.0452513574075949,0,0.0253164556962025,0.0253164556962025
"dentin dysplasia",NA,NA,NA,2,0.0401363722187586,0.0451183086599084,0,0.0253164556962025,0.0253164556962025
"Fibroadenoma",NA,NA,NA,2,0.039984979265147,0.0739159709369404,0,0.0253164556962025,0.0253164556962025
"congenital tracheomalacia",NA,NA,NA,2,0.0389352376910333,0.0446895960284741,0,0.0253164556962025,0.0253164556962025
"Norum disease",NA,NA,NA,2,0.0380962914208991,0.0436178144498885,0,0.0253164556962025,0.0253164556962025
"systemic inflammatory response syndrome",NA,NA,NA,2,0.0380667250325243,0.0606110961682911,0,0.0253164556962025,0.0253164556962025
"hepatorenocardiac degenerative fibrosis",NA,NA,NA,2,0.0380297670470558,0.0404542108937875,0,0.0253164556962025,0.0253164556962025
"inflammatory bowel disease 25",NA,NA,NA,2,0.0379669384717594,0.0388724091157369,0,0.0253164556962025,0.0253164556962025
"neonatal intrahepatic cholestasis due to citrin deficiency",NA,NA,NA,2,0.0369173316844549,0.0413190277537497,0,0.0253164556962025,0.0253164556962025
"polycystic kidney disease 8",NA,NA,NA,2,0.0365292728370359,0.0417329571909965,0,0.0253164556962025,0.0253164556962025
"gnathodiaphyseal dysplasia",NA,NA,NA,2,0.0361818677736323,0.0374680056679351,0,0.0253164556962025,0.0253164556962025
"nephronophthisis 3",NA,NA,NA,2,0.0358566375015098,0.0398259251408235,0,0.0253164556962025,0.0253164556962025
"hypercholanemia, familial, 2",NA,NA,NA,2,0.0355424946250278,0.0361818677736323,0,0.0253164556962025,0.0253164556962025
"Abnormal nasolacrimal system morphology",NA,NA,NA,2,0.0355339353781393,0.0386851388502402,0,0.0253164556962025,0.0253164556962025
"alcoholic liver diseases",NA,NA,NA,2,0.034262054689195,0.042132103434056,0,0.0253164556962025,0.0253164556962025
"benign prostatic hyperplasia",NA,NA,NA,2,0.0342243264766523,0.0540350386206013,0,0.0253164556962025,0.0253164556962025
"transient familial neonatal hyperbilirubinemia",NA,NA,NA,2,0.0333287112954664,0.0357605467392918,0,0.0253164556962025,0.0253164556962025
"joint contractures, osteochondromas, and B-cell lymphoma",NA,NA,NA,2,0.0328963028654853,0.0352874845252953,0,0.0253164556962025,0.0253164556962025
"depressive disorder",NA,NA,NA,2,0.0265686851090002,0.0464849328336758,0,0.0253164556962025,0.0253164556962025
"Abnormal sperm morphology",NA,NA,NA,2,0.0207136634322616,0.0307342607155798,0,0.0253164556962025,0.0253164556962025
"malignant mesothelioma",NA,NA,NA,2,0.0186945809828012,0.0274105058891154,0,0.0253164556962025,0.0253164556962025
"autism",NA,NA,NA,2,0.0161283126845776,0.025245999873512,0,0.0253164556962025,0.0253164556962025
"cervical squamous intraepithelial neoplasia",NA,NA,NA,2,0.0152316114590338,0.02750658408059,0,0.0253164556962025,0.0253164556962025
"steatosis",NA,NA,NA,2,0.014228824405361,0.021066051717028,0,0.0253164556962025,0.0253164556962025
"dysplasia",NA,NA,NA,2,0.0129050921311275,0.0185322152599953,0,0.0253164556962025,0.0253164556962025
"Duchenne muscular dystrophy",NA,NA,NA,2,0.0113951381067839,0.0168267815424582,0,0.0253164556962025,0.0253164556962025
"telomere syndrome",NA,NA,NA,2,0.00942428629445989,0.00960907622180225,0,0.0253164556962025,0.0253164556962025
"leiomyosarcoma of the corpus uteri",NA,NA,NA,2,0.00897345296049771,0.0138223639913529,0,0.0253164556962025,0.0253164556962025
"Plasmodium falciparum malaria",NA,NA,NA,2,0.0088623632643481,0.0102447535718599,0,0.0253164556962025,0.0253164556962025
"bacterial infectious disease",NA,NA,NA,2,0.00766878198470756,0.00868512658509049,0,0.0253164556962025,0.0253164556962025
"chronic interstitial cystitis",NA,NA,NA,2,0.00629582170759213,0.00726889939621422,0,0.0253164556962025,0.0253164556962025
"meningeal tuberculosis",NA,NA,NA,2,0.00343893718163881,0.00382098515740363,0,0.0253164556962025,0.0253164556962025
"papillary adenocarcinoma",0.517617938376944,19,213,NA,NA,NA,0.0249175832051065,0,0.0249175832051065
"duodenal ulcer (disease)",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"intestinal obstruction",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"microcytic anemia",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"46,XX disorder of sex development",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"congenital nystagmus",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"pathologic nystagmus",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"membranous glomerulonephritis",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"dense deposit disease",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"inflammatory myofibroblastic tumor",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"alcohol-related birth defect",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"digestive system cancer",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"toxic shock syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"streptococcal toxic-shock syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"staphylococcal toxic-shock syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"Waterhouse-Friderichsen syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"glucocorticoid-remediable aldosteronism",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"aldosterone-producing adenoma with seizures and neurological abnormalities",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"primary unilateral adrenal hyperplasia",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"cutis laxa, autosomal recessive,",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"synovial sarcoma (disease)",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"pulmonary venoocclusive disease",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"paratuberculosis",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"overlap myositis",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"syndromic microphthalmia",0.532524696008579,2,16,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"exfoliation syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"familial sick sinus syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"EIG1",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"Jeavons syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"folinic acid-responsive seizures",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"myoclonic epilepsy of infancy",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"epilepsy, idiopathic generalized, susceptibility to",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"primary myelofibrosis",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"CREST syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"scleroderma, familial progressive",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"limited cutaneous systemic sclerosis",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"limited scleroderma",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"Dedifferentiated liposarcoma",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"well-differentiated liposarcoma",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"sclerosing liposarcoma",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"atypical lipomatous tumor",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"extra-adrenal sympathetic paraganglioma",0.532524696008579,2,16,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"lethal multiple pterygium syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"hypophosphatemic rickets",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"infantile osteopetrosis with neuroaxonal dysplasia",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"aneurysm, intracranial berry",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"bone marrow failure syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"streptococcal pneumonia",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"Q fever",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"trypanosomiasis",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"typhus",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"Waardenburg-Shah syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"autosomal dominant ichthyosis vulgaris",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"trichothiodystrophy nonphotosensitive",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"myxedema",0.532524696008579,2,16,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"epilepsy, childhood absence, susceptibility to",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"growth hormone secreting pituitary adenoma 1",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"congenital hemangioma",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"cavernous hemangioma",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"fetal and neonatal alloimmune thrombocytopenia",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"neonatal thrombocytopenia",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"pleurisy",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"amebiasis",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"cystic kidney disease",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"progressive supranuclear palsy",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"progressive supranuclear palsy-parkinsonism syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"progressive supranuclear palsy-pure akinesia with gait freezing syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"progressive supranuclear palsy-corticobasal syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"progressive supranuclear palsy-progressive non-fluent aphasia syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"atypical progressive supranuclear palsy syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"familial meningioma",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"cervical spina bifida aperta",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"digitotalar dysmorphism",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"digitotalar dysmorphism; ulnar drift, hereditary",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"Sheldon-hall syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"deafness, autosomal recessive",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"multiple mitochondrial dysfunctions syndrome",0.532524696008579,1,6,NA,NA,NA,0.0238432662899667,0,0.0238432662899667
"ulcerative colitis (disease)",0.532947451105599,6,63,NA,NA,NA,0.023813239070666,0,0.023813239070666
"prostate cancer, hereditary",0.532947451105599,6,63,NA,NA,NA,0.023813239070666,0,0.023813239070666
"left ventricular noncompaction",0.752481550819247,1,15,1,0.0770867683942446,0.0770867683942446,0.0107605770880089,0.0126582278481013,0.0234188049361102
"dry eye syndrome",0.752481550819247,1,15,1,0.0402842041606325,0.0402842041606325,0.0107605770880089,0.0126582278481013,0.0234188049361102
"Meckel syndrome",0.752481550819247,1,15,1,0.0451532134239619,0.0451532134239619,0.0107605770880089,0.0126582278481013,0.0234188049361102
"syndromic agammaglobulinemia",0.538582334355762,2,17,NA,NA,NA,0.0234152666105668,0,0.0234152666105668
"primary immunodeficiency disease",0.538582334355762,2,17,NA,NA,NA,0.0234152666105668,0,0.0234152666105668
"familial myoclonic epilepsy",0.538582334355762,2,17,NA,NA,NA,0.0234152666105668,0,0.0234152666105668
"spina bifida cystica",0.538582334355762,2,17,NA,NA,NA,0.0234152666105668,0,0.0234152666105668
"atrial fibrillation (disease)",0.552043002086473,14,160,NA,NA,NA,0.0224811923248591,0,0.0224811923248591
"familial long QT syndrome",0.772799994132947,1,16,1,0.0656225989978157,0.0656225989978157,0.00975240551285395,0.0126582278481013,0.0224106333609552
"gonadoblastoma",0.556074342119435,3,29,NA,NA,NA,0.0222058747492954,0,0.0222058747492954
"hepatitis C virus infection",0.788333309311976,1,17,1,0.105227597514394,0.105227597514394,0.00899938494202696,0.0126582278481013,0.0216576127901282
"parkinsonian disorder",0.565267706411896,3,30,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"ovarian gynandroblastoma",0.565267706411896,3,30,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"fetal alcohol spectrum disorder",0.565267706411896,2,18,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"rectal carcinoma",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"rectal neoplasm",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"Haddad syndrome",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"disseminated intravascular coagulation",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"purpura fulminans",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"acquired purpura fulminans",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"chondrosarcoma (disease)",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"orofacial cleft",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"lethal acantholytic epidermolysis bullosa",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"generalized epilepsy-paroxysmal dyskinesia syndrome",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"early-onset Lafora body disease",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"hereditary chronic pancreatitis",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"asphyxia neonatorum",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"communicating hydrocephalus",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"obstructive hydrocephalus",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"autosomal dominant nocturnal frontal lobe epilepsy",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"obsolete short sleep, familial natural",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"obsolete short sleeper",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"sleep-wake disorder",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"MIT family translocation renal cell carcinoma",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"hereditary hyperbilirubinemia",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"atrophy of thyroid",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"Peters anomaly (disease)",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"split hand or/and split foot malformation",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"split hand (disease)",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"split hand, unilateral",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"split hand, bilateral",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"early-onset generalized dystonia",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"torsion dystonia with onset in infancy",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"isolated dystonia",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"persistent combined dystonia",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"combined dystonia",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"focal dystonia",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"septooptic dysplasia",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"congenital hypothyroidism",0.565267706411896,2,18,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"erythrokeratodermia variabilis et progressiva",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"semantic dementia",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"lymphopenia (disease)",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
"progressive familial intrahepatic cholestasis",0.565267706411896,1,7,NA,NA,NA,0.0215854138266203,0,0.0215854138266203
